Vernier Format 2
20250227_Part1_EMPIRE_Run2	14:48  Thursday, February 27, 2025
Latest
Time	Transmittance	Absorbance
Time	%Trans	Abs
s	%	

0.000000000	49.773708344	0.303000003
2.000000000	49.785171509	0.302899987
4.000000000	49.636367798	0.304199994
6.000000000	49.522205353	0.305200011
8.000000000	49.442451477	0.305900007
10.000000000	49.340095520	0.306800008
12.000000000	49.271980286	0.307399988
14.000000000	49.169979095	0.308299989
16.000000000	49.056888580	0.309300005
18.000000000	48.887744904	0.310799986
20.000000000	48.764076233	0.311899990
22.000000000	48.640720367	0.312999994
24.000000000	48.495338440	0.314300001
26.000000000	48.428386688	0.314900011
28.000000000	48.328128815	0.315800011
30.000000000	48.183685303	0.317099988
32.000000000	48.050731659	0.318300009
34.000000000	47.929180145	0.319400012
36.000000000	47.840972900	0.320199996
38.000000000	47.697982788	0.321499974
40.000000000	47.577320099	0.322600037
42.000000000	47.446044922	0.323799998
44.000000000	47.369632721	0.324499995
46.000000000	47.228046417	0.325800031
48.000000000	47.097732544	0.326999992
50.000000000	46.956962585	0.328299999
52.000000000	46.773513794	0.330000013
54.000000000	46.644451141	0.331200004
56.000000000	46.505035400	0.332500011
58.000000000	46.419452667	0.333299994
60.000000000	46.259399414	0.334800005
62.000000000	46.163635254	0.335700005
64.000000000	46.036258698	0.336899966
66.000000000	45.877525330	0.338400006
68.000000000	45.761470795	0.339500040
70.000000000	45.645713806	0.340599984
72.000000000	45.509284973	0.341899991
74.000000000	45.383708954	0.343100011
76.000000000	45.268909454	0.344199955
78.000000000	45.248065948	0.344399989
80.000000000	45.154392242	0.345299989
82.000000000	45.029796600	0.346500009
84.000000000	44.946926117	0.347299993
86.000000000	44.812583923	0.348600000
88.000000000	44.668361664	0.349999964
90.000000000	44.534851074	0.351300001
92.000000000	44.452888489	0.352100015
94.000000000	44.320026398	0.353399992
96.000000000	44.197731018	0.354600012
98.000000000	44.197731018	0.354600012
100.000000000	44.085929871	0.355699986
102.000000000	44.014926910	0.356400013
104.000000000	43.933925629	0.357199997
106.000000000	43.842971802	0.358100027
108.000000000	43.752212524	0.358999968
110.000000000	43.651580811	0.360000014
112.000000000	43.561214447	0.360900015
114.000000000	43.481048584	0.361699998
116.000000000	43.391033173	0.362599999
118.000000000	43.301208496	0.363499969
120.000000000	43.221515656	0.364300013
122.000000000	43.151905060	0.365000039
124.000000000	43.062576294	0.365899980
126.000000000	43.003124237	0.366499990
128.000000000	42.923980713	0.367300004
130.000000000	42.864719391	0.367900014
132.000000000	42.795684814	0.368600011
134.000000000	42.707092285	0.369500011
136.000000000	42.648132324	0.370099992
138.000000000	42.579444885	0.370800018
140.000000000	42.520660400	0.371399999
142.000000000	42.452178955	0.372100025
144.000000000	42.374050140	0.372900009
146.000000000	42.315551758	0.373499990
148.000000000	42.257129669	0.374100000
150.000000000	42.198787689	0.374700040
152.000000000	42.130828857	0.375400007
154.000000000	42.072662354	0.376000017
156.000000000	42.004901886	0.376700014
158.000000000	41.946914673	0.377299964
160.000000000	41.888999939	0.377900004
162.000000000	41.831169128	0.378499985
164.000000000	41.763797760	0.379200011
166.000000000	41.715744019	0.379700005
168.000000000	41.648559570	0.380400002
170.000000000	41.591060638	0.381000012
172.000000000	41.543205261	0.381500006
174.000000000	41.457202911	0.382400006
176.000000000	41.399967194	0.383000016
178.000000000	41.342811584	0.383599997
180.000000000	41.295242310	0.384099990
