Vernier Format 2
20250227_Part1_EMPIRE_Run13	16:00  Thursday, February 27, 2025
Latest
Time	Transmittance	Absorbance
Time	%Trans	Abs
s	%	

0.000000000	93.089347839	0.031100012
2.000000000	93.175125122	0.030700015
4.000000000	93.110786438	0.031000005
6.000000000	93.003654480	0.031499986
8.000000000	93.110786438	0.031000005
10.000000000	93.110786438	0.031000005
12.000000000	93.175125122	0.030700015
14.000000000	93.153678894	0.030799989
16.000000000	93.110786438	0.031000005
18.000000000	93.218048096	0.030499995
20.000000000	93.153678894	0.030799989
22.000000000	93.110786438	0.031000005
24.000000000	93.067916870	0.031200007
26.000000000	93.110786438	0.031000005
28.000000000	93.089347839	0.031100012
30.000000000	93.089347839	0.031100012
32.000000000	93.067916870	0.031200007
34.000000000	93.089347839	0.031100012
36.000000000	93.067916870	0.031200007
38.000000000	92.982238770	0.031600002
40.000000000	92.982238770	0.031600002
42.000000000	93.025070190	0.031399995
44.000000000	93.175125122	0.030700015
46.000000000	93.303947449	0.030099982
48.000000000	93.325431824	0.029999992
50.000000000	93.325431824	0.029999992
52.000000000	93.282463074	0.030199995
54.000000000	93.282463074	0.030199995
56.000000000	93.218048096	0.030499995
58.000000000	93.239517212	0.030399984
60.000000000	93.218048096	0.030499995
62.000000000	93.218048096	0.030499995
64.000000000	93.196586609	0.030599995
66.000000000	93.196586609	0.030599995
68.000000000	93.175125122	0.030700015
70.000000000	93.218048096	0.030499995
72.000000000	93.175125122	0.030700015
74.000000000	93.132232666	0.030899985
76.000000000	93.218048096	0.030499995
78.000000000	93.196586609	0.030599995
80.000000000	93.175125122	0.030700015
82.000000000	93.196586609	0.030599995
84.000000000	93.196586609	0.030599995
86.000000000	93.175125122	0.030700015
88.000000000	93.218048096	0.030499995
90.000000000	93.196586609	0.030599995
92.000000000	93.175125122	0.030700015
94.000000000	93.196586609	0.030599995
96.000000000	93.175125122	0.030700015
98.000000000	93.175125122	0.030700015
100.000000000	93.175125122	0.030700015
102.000000000	93.175125122	0.030700015
104.000000000	93.175125122	0.030700015
106.000000000	93.196586609	0.030599995
108.000000000	93.196586609	0.030599995
110.000000000	93.153678894	0.030799989
112.000000000	93.153678894	0.030799989
114.000000000	93.153678894	0.030799989
116.000000000	93.153678894	0.030799989
118.000000000	93.153678894	0.030799989
120.000000000	93.175125122	0.030700015
122.000000000	93.132232666	0.030899985
124.000000000	93.132232666	0.030899985
126.000000000	93.153678894	0.030799989
128.000000000	93.110786438	0.031000005
130.000000000	93.132232666	0.030899985
132.000000000	93.175125122	0.030700015
134.000000000	93.110786438	0.031000005
136.000000000	93.110786438	0.031000005
138.000000000	93.089347839	0.031100012
140.000000000	93.110786438	0.031000005
142.000000000	93.110786438	0.031000005
144.000000000	93.132232666	0.030899985
146.000000000	93.110786438	0.031000005
148.000000000	93.132232666	0.030899985
150.000000000	93.110786438	0.031000005
152.000000000	93.132232666	0.030899985
154.000000000	93.110786438	0.031000005
156.000000000	93.110786438	0.031000005
158.000000000	93.089347839	0.031100012
160.000000000	93.110786438	0.031000005
162.000000000	93.110786438	0.031000005
164.000000000	93.110786438	0.031000005
166.000000000	93.067916870	0.031200007
168.000000000	93.110786438	0.031000005
170.000000000	93.110786438	0.031000005
172.000000000	93.089347839	0.031100012
174.000000000	93.110786438	0.031000005
176.000000000	93.110786438	0.031000005
178.000000000	93.110786438	0.031000005
180.000000000	93.110786438	0.031000005
