Vernier Format 2
20250227_Part1_EMPIRE_Run9	15:40  Thursday, February 27, 2025
Latest
Time	Transmittance	Absorbance
Time	%Trans	Abs
s	%	

0.000000000	50.049530029	0.300599992
2.000000000	49.808101654	0.302700013
4.000000000	49.408309937	0.306199998
6.000000000	48.955329895	0.310200006
8.000000000	48.562385559	0.313699991
10.000000000	48.250297546	0.316500008
12.000000000	48.006496429	0.318699986
14.000000000	47.829956055	0.320300013
16.000000000	47.632129669	0.322100013
18.000000000	47.424198151	0.324000001
20.000000000	47.162845612	0.326400012
22.000000000	46.870544434	0.329100013
24.000000000	46.590782166	0.331699997
26.000000000	46.302028656	0.334399968
28.000000000	46.015060425	0.337099999
30.000000000	45.729873657	0.339800000
32.000000000	45.467388153	0.342299998
34.000000000	45.164791107	0.345200002
36.000000000	44.853878021	0.348199993
38.000000000	44.637512207	0.350300014
40.000000000	44.381298065	0.352800012
42.000000000	44.126552582	0.355300009
44.000000000	43.903587341	0.357499987
46.000000000	43.651580811	0.360000014
48.000000000	43.451023102	0.361999989
50.000000000	43.201618195	0.364499986
52.000000000	42.953639984	0.367000014
54.000000000	42.716926575	0.369399995
56.000000000	42.481513977	0.371800005
58.000000000	42.266860962	0.374000013
60.000000000	42.033931732	0.376399994
62.000000000	41.773418427	0.379099995
64.000000000	41.600639343	0.380899996
66.000000000	41.361854553	0.383399993
68.000000000	41.181293488	0.385300010
70.000000000	40.935489655	0.387900025
72.000000000	40.691150665	0.390500039
74.000000000	40.476222992	0.392800033
76.000000000	40.280979156	0.394899994
78.000000000	40.049766541	0.397400022
80.000000000	39.865756989	0.399399996
82.000000000	39.691726685	0.401300013
84.000000000	39.482078552	0.403599977
86.000000000	39.382202148	0.404700011
88.000000000	39.192230225	0.406800032
90.000000000	39.021144867	0.408699989
92.000000000	38.832916260	0.410799980
94.000000000	38.672298431	0.412600011
96.000000000	38.450321198	0.415100038
98.000000000	38.282474518	0.416999996
100.000000000	38.089038849	0.419199973
102.000000000	37.931499481	0.420999974
104.000000000	37.757217407	0.423000008
106.000000000	37.609710693	0.424700022
108.000000000	37.428291321	0.426800013
110.000000000	37.273483276	0.428600013
112.000000000	37.051006317	0.431199998
114.000000000	36.906257629	0.432899982
116.000000000	36.702869415	0.435299993
118.000000000	36.669078827	0.435699999
120.000000000	36.509006500	0.437599987
122.000000000	36.349628448	0.439500034
124.000000000	36.215961456	0.441099972
126.000000000	36.032962799	0.443300039
128.000000000	35.892192841	0.444999993
130.000000000	35.727283478	0.446999997
132.000000000	35.571319580	0.448900014
134.000000000	35.424194336	0.450700015
136.000000000	35.261436462	0.452699989
138.000000000	35.099426270	0.454699993
140.000000000	34.954250336	0.456499994
142.000000000	34.809677124	0.458299994
144.000000000	34.649742126	0.460299999
146.000000000	34.506427765	0.462099999
148.000000000	34.355796814	0.463999987
150.000000000	34.229454041	0.465600014
152.000000000	34.127147675	0.466900021
154.000000000	33.962528229	0.468999982
156.000000000	33.845428467	0.470499992
158.000000000	33.744266510	0.471799999
160.000000000	33.596961975	0.473699987
162.000000000	33.396427155	0.476300001
164.000000000	33.265956879	0.477999985
166.000000000	33.174163818	0.479200006
168.000000000	33.097866058	0.480199993
170.000000000	32.960971832	0.481999993
172.000000000	32.839763641	0.483599991
174.000000000	32.711463928	0.485300034
176.000000000	32.568668365	0.487199992
178.000000000	32.441429138	0.488900036
180.000000000	32.307250977	0.490700006
