Vernier Format 2
Untitled.sbl	14:04  Wednesday, March 19, 2025
Run 1
Time	Transmittance	Absorbance
Time	%Trans	Abs
s	%	

0.000000000	100.000000000	0.000000000
2.000000000	100.000000000	0.000000000
4.000000000	91.096145630	0.040499996
6.000000000	91.096145630	0.040499996
8.000000000	91.117126465	0.040399984
10.000000000	91.138107300	0.040299993
12.000000000	91.138107300	0.040299993
14.000000000	91.138107300	0.040299993
16.000000000	91.138107300	0.040299993
18.000000000	91.117126465	0.040399984
20.000000000	91.096145630	0.040499996
22.000000000	91.096145630	0.040499996
24.000000000	91.159095764	0.040199991
26.000000000	91.180084229	0.040100012
28.000000000	91.243095398	0.039799988
30.000000000	91.306144714	0.039499994
32.000000000	91.390281677	0.039099984
34.000000000	91.453430176	0.038800001
36.000000000	91.432373047	0.038900007
38.000000000	91.348197937	0.039300017
40.000000000	91.264106750	0.039699994
42.000000000	91.201080322	0.040000018
44.000000000	91.138107300	0.040299993
46.000000000	91.138107300	0.040299993
48.000000000	91.243095398	0.039799988
50.000000000	91.432373047	0.038900007
52.000000000	91.600952148	0.038100012
54.000000000	91.664253235	0.037799995
56.000000000	91.516624451	0.038500007
58.000000000	91.432373047	0.038900007
60.000000000	91.495552063	0.038600016
62.000000000	91.474487305	0.038700014
64.000000000	91.495552063	0.038600016
66.000000000	91.558776855	0.038300019
68.000000000	91.685363770	0.037699986
70.000000000	91.748718262	0.037399992
72.000000000	91.769844055	0.037300006
74.000000000	91.769844055	0.037300006
76.000000000	91.769844055	0.037300006
78.000000000	91.790977478	0.037200004
80.000000000	91.833259583	0.037000000
82.000000000	91.854408264	0.036899995
84.000000000	91.875556946	0.036800016
86.000000000	91.896720886	0.036699984
88.000000000	91.896720886	0.036699984
90.000000000	91.875556946	0.036800016
92.000000000	91.833259583	0.037000000
94.000000000	91.748718262	0.037399992
96.000000000	91.685363770	0.037699986
98.000000000	91.622047424	0.038000006
100.000000000	91.579864502	0.038200002
102.000000000	91.558776855	0.038300019
104.000000000	91.558776855	0.038300019
106.000000000	91.558776855	0.038300019
108.000000000	91.558776855	0.038300019
110.000000000	91.516624451	0.038500007
112.000000000	91.495552063	0.038600016
114.000000000	91.453430176	0.038800001
116.000000000	91.369239807	0.039199989
118.000000000	91.369239807	0.039199989
120.000000000	91.327171326	0.039399993
122.000000000	91.243095398	0.039799988
124.000000000	91.222084045	0.039900009
126.000000000	91.180084229	0.040100012
128.000000000	91.180084229	0.040100012
130.000000000	91.138107300	0.040299993
132.000000000	91.159095764	0.040199991
134.000000000	91.117126465	0.040399984
136.000000000	91.117126465	0.040399984
138.000000000	91.096145630	0.040499996
140.000000000	91.075172424	0.040599998
142.000000000	91.075172424	0.040599998
144.000000000	91.075172424	0.040599998
146.000000000	91.075172424	0.040599998
148.000000000	91.075172424	0.040599998
150.000000000	91.075172424	0.040599998
152.000000000	91.075172424	0.040599998
154.000000000	91.075172424	0.040599998
156.000000000	91.075172424	0.040599998
158.000000000	91.075172424	0.040599998
160.000000000	91.075172424	0.040599998
162.000000000	100.000000000	0.000000000
164.000000000	100.000000000	0.000000000
166.000000000	100.000000000	0.000000000
168.000000000	100.000000000	0.000000000
170.000000000	100.000000000	0.000000000
172.000000000	100.000000000	0.000000000
174.000000000	100.000000000	0.000000000
176.000000000	100.000000000	0.000000000
178.000000000	100.000000000	0.000000000
180.000000000	100.000000000	0.000000000
